Mass,Position of pointer,,,Mean,Extension,Extension
,l1,l2,l3,cm,cm,m
Blue,85,85,85,85,38,0.38
Red,113,113,113,113,66,0.66
,,,,,,
k1,5.8,,,,,
σ_k1,0.00028442234817,,,,,
σ_x,0.01,,,,,
g,9.8,,,,,
,,,,,,
,m=kx/g,,,,,
m_blue,0.224897959183673,,,,,
m_red,0.390612244897959,,,,,
,,,,,,
,,,,,,
,σ^2 = (x/g)^2(σ_k)^2 + (k/g)^2( σ_x)^2,,,,,
,,,,,,
(σ_blue)^2,3.50271936838069E-05,,,,,
(σ_red)^2,3.5027438966358E-05,,,,,
,,,,,,
σ_blue,0.00591837762261,,,,,
σ_red,0.005918398344684,,,,,
